rating,review,place,date,des
5,Excellent,Hyderabad,6 months ago,Super quality
5,Must buy.,Gulbarga,6 months ago,Excellent TV. Really happy with my purchase.
5,Terrific purchase,New Delhi,6 months ago,Very good
5,Simply awesome,Bhopal,6 months ago,love this product
5,Awesome,Hyderabad,6 months ago,good
4,Good choice,Guntur District,6 months ago,Good product
5,Just wow!,Bhadrachalam,6 months ago,good product
5,Excellent,Erode,6 months ago,AWESOME
5,Mind-blowing purchase,North Twenty Four Parganas District,6 months ago,very good and looki
4,Good quality product,Chennai,6 months ago,Very Good
4,Wonderful,Kalyan,6 months ago,Product is very good considering its cost. But there is scope for improvement in sound output and connectivity with mobile is a issue.
5,Mind-blowing purchase,Vadodara,6 months ago,Excellent Good product
5,Must buy!,Bangalore,6 months ago,TV for best price
4,Wonderful,Visakhapatnam,6 months ago,good product
5,Perfect product!,Kurnool,6 months ago,The product is amazing... There is no problem with display or brightness.. But when I used to update the system, it was just downloading all data and at last it's showing the verification is failed... I don't know why it is happening!.... Except that issue, the product is Stupendous and outrageous
1,Very poor,Munger,6 months ago,product is very beautiful
5,Excellent,Noida,6 months ago,Awesome tv in this range go for it😊
5,Just wow!,Turkapally,6 months ago,good
4,Good quality product,Kaveripakkam,6 months ago,just okay
5,Terrific purchase,Kharkhari,6 months ago,Very nice product
5,Fabulous!,Salem,6 months ago,good
5,Fabulous!,Pondicherry,7 months ago,very good support n same day installation
4,Value-for-money,Pune,7 months ago,Product is good except the connectivity.
5,Terrific,Dhuri,7 months ago,i am happy
5,Worth every penny,Bally,7 months ago,Must buy please
5,Just wow!,Polur,7 months ago,Over all this budget smart TV and Value for Money..
5,Brilliant,Waluj Midc,7 months ago,awesome sounds and video quality
4,Really Nice,New Delhi,7 months ago,Awesome Experience With MI 4A pro LED TV.
4,Very Good,Hyderabad,7 months ago,Overall good. Sometimes casting is very slow. Sound quality is not upto mark... doesn’t have pre defined sound equaliser settings.
5,Mind-blowing purchase,Mainaguri,7 months ago,Absolutely worth Buying
5,Mind-blowing purchase,Saharanpur,7 months ago,Over all Good services... Early dispatch & delivery and fast installation.
5,Great product,Almora,7 months ago,nice
5,Fabulous!,Bangalore,7 months ago,Nice Product.
5,Worth every penny,Pune,7 months ago,very good
4,Worth the money,Atmakur,7 months ago,Very very nice product
4,Good choice,Thondi,7 months ago,good product... 23000 worth of money...
5,Mind-blowing purchase,Tiruttani,7 months ago,nice TV in good price
5,Classy product,Tiruchengode,7 months ago,Excellent budget TV !!!
5,Fabulous!,Ahmedabad,7 months ago,Nice Sound System and Display View.
5,Fabulous!,Theni Allinagaram,7 months ago,very good product
5,Mind-blowing purchase,New Delhi,7 months ago,Good product..
5,Highly recommended,Kharagpur,7 months ago,overall a good tv at this price range,using it since last month still faced no issue except that it has some hissing background noise if I turn it's volume to full,but that is negligible,in total I'm satisfied with the purchase
5,Classy product,Sidcul Haridwar,7 months ago,LED tv awesome...
5,Excellent,Bhopal,7 months ago,product is in good quality no bend crash
5,Brilliant,Uttarpara Kotrung,7 months ago,extremely good picture
5,Simply awesome,Surat,7 months ago,very good
3,Does the job,Pimpri Chinchwad,7 months ago,Picture quality is good however if you want to change picture of sound settings then need to switch to Android and can't be changed while watching TV(setup box)also experienced some lag in os after month usage Voice command works very poorp
5,Simply awesome,Surat,7 months ago,Very Very Great Product, I love to use it.  Very Reasonable & Cost Effective.Worth buying it.
5,Fabulous!,Bengaluru,7 months ago,nice one... thanks to alll for getting me properly
5,Best in the market!,Pune,7 months ago,Nice purchase
3,Just okay,Mumbai,7 months ago,Budget Range Value for Money product don't expect or compare with other brands which come more then 40k price
5,Mind-blowing purchase,Nagpur,7 months ago,Very good product
5,Super!,Bengaluru,7 months ago,every thing's  is apart google cast which is not working for every network . tv is awesome .
4,Worth the money,Agra,7 months ago,best TV in this price good productgood service good installation
5,Great product,Surat,7 months ago,Happy
5,Best in the market!,Kalyan,7 months ago,Excellent product at this range...  Nice service and delivery from Flipkart
5,Simply awesome,Puttur,7 months ago,Nice product
4,Worth the money,Munger,7 months ago,good
4,Nice product,Sangareddy,7 months ago,good product and advanced level
1,Worst experience ever!,Bengaluru,7 months ago,TV not getting switched ON after 4 day's of use.Not working at all now. Horrible experience.didn't expect from MI. Till now it was working fine but today not getting switched ON.
5,Terrific,Lucknow,7 months ago,amazing product
5,Super!,Visakhapatnam,7 months ago,Good
1,Waste of money!,Vashind,7 months ago,wireless not connected
5,Classy product,Chennai,7 months ago,First impression is exceptional after Day 1 of usage. Will keep posted after few weeks of usage.
5,Excellent,Chittaranjan,7 months ago,TV quality is good but connecting  Bluetooth amplifier is not for better option.
5,Mind-blowing purchase,Raipur,7 months ago,good performnc
5,Just wow!,Theni District,7 months ago,best price best quality
5,Mind-blowing purchase,Lucknow,7 months ago,Very nice product awesome love itbut the demo given by engineer was very very poor
5,Super!,Jabalpur,7 months ago,thanks flipkart for amazing price & dilivery
1,Unsatisfactory,Durgapur,7 months ago,very bad experience it's hang like Android phone. so investment money soch samaj kar karo....it's picture colour change automatically. really....please don't buy
5,Brilliant,Secunderabad,7 months ago,Value for money....but warranty by company should be for atleast 3 years
5,Perfect product!,Hyderabad,7 months ago,good quality service quality
5,Simply awesome,Navsari,7 months ago,excellent
3,Fair,New Delhi,7 months ago,Bluetooth of my mi tv is not able to connect with my intex tower speakers .  2nd problem every time when switch on the TV I have to connect wifi . wifi doesn't Auto connected
4,Good choice,Faridabad,7 months ago,Value for money... But would suggest to take extended warranty with this TV.....
4,Value-for-money,Nagpur,7 months ago,Good buy
5,Fabulous!,Silvassa,7 months ago,Simply awesome
4,Good choice,Pune,7 months ago,- Picture quality is not so good but good in this price. - You can not compare it with Samsung or Sony brand.- Sound quality is Good. - Installation done on time, and got delivered it from Flipkart on promised time.
5,Must buy!,Chennai,7 months ago,worth money
4,Good choice,Kolkata,7 months ago,pros: Can play 4k video on YouTube (min 30mbps required).cons: 1gb ram not enough.* Do not play HEVC on default video player (use mx player)* Do not compare with Sony.
5,Worth every penny,Basti,7 months ago,Product is awesome.
5,Wonderful,Kannur,7 months ago,good - very - very - good
5,Simply awesome,Chennai,7 months ago,Full HD Vera level, sound clarity very nice,I give five stars.....Installation Engineer's not response to my Call. Engineer's work good
5,Mind-blowing purchase,Kalyan,7 months ago,nice product
5,Must buy!,Arrah,7 months ago,Awesome TV
5,Excellent,Rajkot,7 months ago,nice
5,Simply awesome,Mayiladuthurai,7 months ago,I am super happy with this product.....but the delivery of delhivery courier was one of the worst service I have ever seen
5,Great product,Chandigarh,7 months ago,Best TV in this range
4,Good quality product,Lucknow,7 months ago,good led,good pixels,clearity is good as sound also.
5,Best in the market!,Hyderabad,7 months ago,Best budget tv..
4,Very Good,Hyderabad,7 months ago,Ok
4,Really Nice,Tindivanam,7 months ago,Really a budget TV on this price
5,Worth every penny,Siwan District,7 months ago,every thing is good.thanks flipcart
5,Highly recommended,Visakhapatnam,7 months ago,Impressive
5,Excellent,Pileru,7 months ago,nice product
5,Mind-blowing purchase,Srikakulam,7 months ago,iam using thish last 3days very nice tv using is easy
5,Great product,Anantapur District,7 months ago,Superb quality value for money
5,Super!,Bangalore,7 months ago,good product
4,Delightful,Ysr District,7 months ago,It is good product low price.i thing it's better than other TV's.
4,Good quality product,Vellore District,7 months ago,cast screen not continues connect on mobilefix this bugs
5,Awesome,New Town,7 months ago,value for money
5,Highly recommended,Indore,7 months ago,very Good picture quality only 4k missing and all time manually select HDMI port, Over all Good.
4,Value-for-money,Srikalahasti,7 months ago,nice tv
4,Value-for-money,Bhopal,7 months ago,Nice tv in this price range dont see hate comments this tv is awesome it gives tough competition to sony tv's
5,Classy product,Chennai,7 months ago,nice quality and expected price..
5,Terrific,Nandyal,7 months ago,very nice & i love MI
5,Worth every penny,Sivakasi,7 months ago,good
4,Nice product,Sri Ganganagar,7 months ago,The best android TV. In the present environment of our country, though the price is less but can be more cost-effective if it can be made available in less than 20K. Only one thing is pinching that wall mount is not included which needs to be purchased while installation by an additional cost of Rs 500/- However, I am fully satisfied with this product. Nothing has been compromised in built-in quality in terms of technology or other features.
5,Brilliant,Warangal,7 months ago,awesome product
4,Very Good,Erode District,7 months ago,Picture clarity is very good..It's nice
5,Classy product,Siliguri,7 months ago,Very good android TV to watch google play.
4,Delightful,Kadapa,7 months ago,nice product
5,Terrific,Mysuru,7 months ago,Very good product in low cost
5,Classy product,Jamner,7 months ago,Osm tv
5,Excellent,Baramati,7 months ago,pefect product in price range
5,Terrific purchase,Aurangabad District,7 months ago,nice quality
3,Does the job,Chennai,7 months ago,till nobody has to come for installation i am very upset
5,Excellent,Manjeri,7 months ago,Awesome.. Value for money
5,Brilliant,Chennai,7 months ago,nice tv
5,Excellent,Hassan,7 months ago,Ultimate and value for money
4,Delightful,Pathankot,7 months ago,everything is good except the connectivity.
5,Thanks to flipkart,Meerut,7 months ago,too good thanks flipkart ....
3,Just okay,Navi Mumbai,7 months ago,Review  After  2 months -                                                                  1. Brightness issue is there.                                                                   2. Wireless connectivity issue. Need strong wireless connection for better experience.                                                                         3. Youtube crash multiple times.                                                      4. TV take 15-20 seconds to completely ON.
5,Perfect product!,Chennai,7 months ago,worth for money. this price range is very low budget smart tv
5,Awesome,Aurangabad,7 months ago,phokat Bhav Me 1 No Aitom Mi Tv 43.pro
5,Fabulous!,Mumbai,7 months ago,Excellent product in cheap price
4,Worth the money,Bagalkot,7 months ago,VALUE PRODUCT FOR THE BUDGET. BUT YOU NEED TO WAIT 5 DAYS MORE AFTER ARRIVAL OF THE PRODUCT. THEY  SAY 5TH IT'LL BE 10TH DAY.
4,Delightful,Malkera,7 months ago,Good product
4,Delightful,Viluppuram District,7 months ago,Good quality
5,Best in the market!,Chennai,7 months ago,audio format EAC3 not supported
4,Good choice,Agra,7 months ago,value for money
5,Highly recommended,Dhanbad District,7 months ago,Except Brightness problem, every thing is just fine.Brightness is somewhat less than other LED TV.
5,Mind-blowing purchase,Chikhli,7 months ago,this tv soo amazing. and sound very good.
5,Just wow!,Amalner,7 months ago,nice tv
4,Good quality product,Idukki District,7 months ago,good
4,Pretty good,Srikalahasti,7 months ago,better to go mi
5,Just wow!,Navi Mumbai,7 months ago,Very good tv in this price....I purchased it by 21.5k....Go ahead
5,Perfect product!,Kadapa,7 months ago,Very good much mi tv 43 inch
3,Decent product,Hyderabad,7 months ago,I am facing connection issues. Frequently WIFI is getting disconnected.While watching movie sound clarity for songs is good but not for dialogue. It is not understandable.
5,Brilliant,Raipur,7 months ago,good
5,Wonderful,Thiruvananthapuram,7 months ago,Excellent...
5,Simply awesome,Jammu,7 months ago,Nice
5,Simply awesome,Coimbatore,7 months ago,value for money. smart tv connection, sound also good.
4,Worth the money,Goindwal,7 months ago,Very good product in this price range.
5,Perfect product!,Hyderabad,7 months ago,TV got delivered in two days and Jeeves technician installed the same day. it's been two days of use. full hd channels are in terrific quality and YouTube 4k videos are superb. TV is fantastic. go buy it.
5,Fabulous!,Salem District,7 months ago,Good product 👌
5,Simply awesome,Zaheerabad,7 months ago,Super tv
5,Best in the market!,Chittoor,7 months ago,best TV mi
4,Delightful,Belgaum,7 months ago,very good picture quality, value for money,
5,Best in the market!,Mandideep,7 months ago,very nice TV in this budget. must Buy no compare to other TV. MI is the best of the best tv
4,Good choice,Puducherry,7 months ago,super tv
5,Highly recommended,Surat,7 months ago,Fantastic
5,Worth every penny,Ahmedabad,7 months ago,awesome product highly recommended
5,Awesome,Mysore,7 months ago,good product's features with affordable price
5,Perfect product!,Faizabad,7 months ago,Superb quality
5,Best in the market!,New Delhi,7 months ago,value for money. excellent product on this price. thanku flipkart for this
5,Awesome,Palanpur,7 months ago,good TV and good  sounds  and pictures
5,Excellent,Bharuch,7 months ago,Excellent product within budget.
5,Just wow!,Mumbai,7 months ago,Superb smart tv i think best smart tv at this price
5,Mind-blowing purchase,Jalna,7 months ago,very good ok
5,Simply awesome,Samastipur District,7 months ago,good product
5,Great product,Ahmedabad,7 months ago,Excellent Product , Audio and Video both are superb.
5,Brilliant,Bengaluru,7 months ago,delevry and installation on time tanks flipkart  about product brightness issue little bit but it not dealbreaker audio good overall value for money in this price range
5,Fabulous!,Rajahmundry,7 months ago,Quality is good nice TV I am happy thank you for Flipkart
5,Super!,Eravu,7 months ago,very good
2,Slightly disappointed,Bannur,7 months ago,there is No sleep time mode, Many important option not available, android TV Not Good compare to normal TV,
5,Brilliant,Vasai Virar,7 months ago,Good Product..
1,Worthless,Ajmer,7 months ago,Normal
4,Nice product,Harihar,7 months ago,Good Led TV but deviery was not good for first TV.
5,Perfect product!,New Delhi,7 months ago,it is the best led in the price
3,Good,Huzurabad,7 months ago,Not bad
5,Mind-blowing purchase,Warangal,7 months ago,worth buying !!
4,Good quality product,New Delhi,7 months ago,Good product
4,Really Nice,Mughalsarai,7 months ago,Nice TV in budget
5,Great product,Shikar,7 months ago,Sharp display and good sound as well. Excellent product. Value for money. Thnk u flipkart for super smooth service. Appreciated
5,Great product,Tirupati,7 months ago,excellent
5,Fabulous!,Hindupur,7 months ago,very good product. value for money
5,Must buy!,Kolkata,7 months ago,Great
5,Classy product,Erode,7 months ago,very good tv...
5,Terrific,Bengaluru,7 months ago,Super product
5,Wonderful,Morinda,7 months ago,Overall nice product.
5,Highly recommended,Meerut,7 months ago,Satisfied
5,Worth every penny,Vellore,7 months ago,very nice TV
1,Worst experience ever!,Mangalore,7 months ago,brightness is very low, cant watch the tv in the day time due to brightness issue .. so please dont buy this tv
5,Simply awesome,Hyderabad,7 months ago,screensize and sound systems very nice iam satisfied
5,Best in the market!,Thane,7 months ago,Fabulous
3,Just okay,Chennai,7 months ago,sound quality is not good for movie. connectivity problem via mobile
5,Just wow!,Chennai,7 months ago,worth of money super quality
5,Just wow!,Paradip,7 months ago,best TV for the bucks
5,Mind-blowing purchase,Mundra,7 months ago,Very nice product in value of price Good pic. Volume and connectivity
5,Wonderful,Bangarapet,7 months ago,nice tv installation is very good
4,Delightful,Umarkhed,7 months ago,osm let tv and suparb service
4,Good choice,Surat,7 months ago,good tv at low budget and nice connectivity. But don't know about service it provides, hope it should nice enough to make best tv in this range.
5,Simply awesome,Visakhapatnam,7 months ago,nice product. values of money
4,Pretty good,Hugli District,7 months ago,good product
4,Pretty good,Durgapur,7 months ago,Good in this price range
5,Great product,Purba Medinipur District,7 months ago,good
5,Highly recommended,Vijayawada,7 months ago,Gud...
5,Mind-blowing purchase,Valsad District,7 months ago,nice product
5,Mind-blowing purchase,New Delhi,7 months ago,Best led tv of mi led pro 43 inch. It is really good mi led tv.
5,Perfect product!,Anjar,7 months ago,TV THIS AMOINT IS VERRY GOOD ..BUT LAST PREVIOUS DTH CHANNEL NOT COME DIRECT..EVERY TIME TO START DTH CHANNEL..
5,Best in the market!,Perundurai,7 months ago,Great TV at this cheap price
5,Classy product,Bengaluru,7 months ago,super cute
4,Pretty good,New Delhi,7 months ago,Nice led
4,Worth the money,Rewari,7 months ago,Best buy, worth for money, very fast delivery.    Only connectivity issue. All other things are up to the mark
5,Must buy!,Bengaluru,7 months ago,Great product, go for it
4,Value-for-money,Mawana,7 months ago,goog
5,Delightful,Kalyan,7 months ago,Good purchase at this price. Truly value for money
5,Brilliant,Howrah,7 months ago,Good
5,Best in the market!,Deesa,7 months ago,Nice tv good quality of pictures and sounds
5,Great product,Ahmedabad,7 months ago,superb tv as always and the service person was too good to support he knows everything
1,Worst experience ever!,New Delhi,7 months ago,installation is pathetic other wise tv is very good
5,Simply awesome,Rewari,7 months ago,Bset Led In This Price Segment
5,Best in the market!,Chennai,7 months ago,nice product gd quality
4,Good quality product,Arrah,7 months ago,Excellent features provided but manually button should be provided to control TV when remote lost.
5,Mind-blowing purchase,Coimbatore,7 months ago,Very very nice
5,Worth every penny,Erode,7 months ago,Go for it, very Good in this amount.
5,Great product,Jammu,7 months ago,nice...product
5,Excellent,Trivandrum,7 months ago,value for money..a recommended TV on this price range..
5,Terrific purchase,Morbi,7 months ago,Good tv.
5,Perfect product!,Kalyandurg,7 months ago,Super
5,Classy product,Haldwani,7 months ago,Good TV in this range...But Not Seems To be HD
4,Delightful,Pune,7 months ago,Good
5,Mind-blowing purchase,Visnagar,7 months ago,amazing product means full paisa vasul
2,Bad quality,Lucknow,7 months ago,Tv screen becomes blank on hdmi if set top box is restarted.
5,Terrific purchase,Bhubaneswar,7 months ago,This TV is Very Nice , Value of money & Small budget Smart TV, delivery next day Installation work was done
5,Brilliant,Chennai,7 months ago,nice TV . it fullfill what customer expectations..
5,Just wow!,Rajpura,7 months ago,very good led
5,Excellent,Rajkot,7 months ago,Good in this price range
4,Very Good,Bengaluru,7 months ago,good product
4,Value-for-money,Mumbai,7 months ago,Nice TVDemo service was not good
4,Wonderful,Guntur District,7 months ago,Nice product and thank you flipkart
5,Simply awesome,Baramati,7 months ago,Excellent product value for money
5,Wonderful,Hyderabad,7 months ago,nice product low price best quality picture
4,Delightful,Salem,7 months ago,worth for price
3,Just okay,Usilampatti,7 months ago,brightness very low.android mobile to tv connect is not working.very bad experiance.
5,Just wow!,Asika,7 months ago,Thanks Flipkart and Mi
5,Terrific purchase,Belgaum District,7 months ago,great tv at great price
5,Mind-blowing purchase,Kamrup District,7 months ago,great smart tv at this price segment.. fully satisfied.
2,Not good,Rajpura,7 months ago,person in demo require not in other person to properly check out the system LED working. Not person to this type connect the phone or other system
4,Value-for-money,Jamanger,7 months ago,so good
5,Just wow!,Certified Buyer,7 months ago,Super sema
5,Fabulous!,Bhadrachalam,7 months ago,Super & Excellent
3,Fair,New Delhi,7 months ago,google chrome cast is not working after latest tv android update
4,Value-for-money,Mumbai,7 months ago,The product is worthy buying. U will enjoy it is vlaue for money. It has Bluetooth too. Sound is also good
5,Must buy!,Mohpada Alias Wasambe,7 months ago,Tv is awesome but installation partner jeevas taking time to install and making silly excuses
5,Worth every penny,Amaravathi,7 months ago,excellent product worth for money ...Thank you Flipkart
1,Terrible product,Vellore,7 months ago,worst product don't wast your money and time
5,Excellent,Ghaziabad,7 months ago,Nice product
4,Good quality product,New Delhi,7 months ago,it's fantastic TV i am so happy buy for this everything is good but Netflix not working nd everything awsm
5,Just wow!,Patiala,7 months ago,great product.
3,Just okay,Jabalpur,7 months ago,good
4,Value-for-money,Sulur,7 months ago,super TV.
5,Mind-blowing purchase,Ambikapur,7 months ago,very good in budget
2,Expected a better product,Gurugram,7 months ago,tv remote not ok
5,Awesome,Gautam Buddha Nagar District,7 months ago,Great
5,Best in the market!,Pileru,7 months ago,Good for the price which I got
5,Excellent,Samalkot,7 months ago,super quality
5,Best in the market!,Bareilly,7 months ago,Amazing product
4,Worth the money,Bhopal,7 months ago,Good picture quality and good sound
4,Value-for-money,Thane,7 months ago,Nice product in cheap range
3,Nice but installation process needs upgrade,Pune,7 months ago,The product is Overall very nice but the installation process is a bit hectic.. Commitments arent followed.. it took me 4 working days for demo and installation after delivery whereas commitment was for the next day of delivery.
5,Wonderful LED TV in this price range,Panchkula,7 months ago,Excellent Performance, everything is good in this LED 43 Inch Pro.Recommend to all buy this product.
5,Terrific purchase,Bengaluru,7 months ago,Its best smart in its range
4,Good quality product,Hyderabad,7 months ago,Everything is good however, I felt bad when I wanted to switch HDMI, I need to start the TV and manually switch to the input(s). After the security update, they have given an option to stay on previously viewed HDMI which is very good. thanks MI for the implementation.One thing to note down is whenever you want switch on the TV, you need to manually press start button from remote control. This is very annoying and it needs to be fixed in the next update.
5,Super!,Shivamogga,7 months ago,One of the best buy from flipkart. Delivery was on time and excellent installation and demo service within two hours after delivery.Thanks Flipkart team
4,Worth the money,Mahboobnagar,7 months ago,nice product ....
5,Just wow!,Visakhapatnam District,7 months ago,Very nice I love it
4,Good quality product,Gorakhpur,7 months ago,good product and also budget
3,Just okay,Andipatti Jakkampatti,7 months ago,This good product
5,Classy product,Jammu,7 months ago,It has a much bigger size and the picture quality is also good😍😍😍🗾
4,Good choice,New Delhi,7 months ago,awesome TV
5,Brilliant,Bangalore,7 months ago,good
4,Pretty good,Mumbai,7 months ago,this tv Bluetooth not pair other bluetooth devices
5,Terrific,Patna,7 months ago,Excellent
5,Highly recommended,Dhenkanal,7 months ago,actually it's the perfect one.must buy
5,Best in the market!,Kolar,7 months ago,awesome picture quality and TV product very very good
5,Wonderful,Hyderabad,7 months ago,Super
5,Must buy!,Borsad,7 months ago,Very good quality and picture
5,Excellent,Unnao District,7 months ago,one of the best led android tv in this price
4,Really Nice,Bharuch,7 months ago,superb performance, need to be  improve some build quality
5,Simply awesome,Kakinada,7 months ago,suported 4k video
5,Best in the market!,Hyderabad,7 months ago,Nice product..
4,Nice product,Puducherry,7 months ago,Received on promised date and installation also done on the same date .Very much excited and still now no issue. Good quality pictureGood Sound Good ConnectivityStill now no problem....Happy about the product.
5,Must buy!,Bengaluru,7 months ago,very good
5,Fabulous!,Jaipur,7 months ago,very good
5,Terrific,Kalyan,7 months ago,very good quality and sound is good nice product
5,Classy product,New Delhi,7 months ago,If buy from mi store they don't give you home delivery and installation. but if you buy from flipkart they were give you home delivery wth installation demo and you and you can buy jeeves 2 years extend warranty
5,Highly recommended,Nagpur,7 months ago,Really an awesome product. Everything is so nice complete package in this price. Thanks to Flipkart for delivery in time and also installation is done on next only. Picture Quality,  Sound Quality, Connectivity everything is so nice. I am completely satisfied. The only bad part is that the person coming for demo have no knowledge about the TV: 1. He said you can transfer image from pen drive to TV memory.  But later when I said please transfer data from my pen drive to gallery. He failed t...
4,Delightful,Vizianagaram District,7 months ago,simply superb and value for price
5,Excellent,Chapra,7 months ago,awesome
5,Classy product,Bengaluru,7 months ago,Remote is not functioning after one week of purchase  , waiting for three  weeks no replacement or   response
4,Really Nice,Indore,7 months ago,mi rocks
5,Simply awesome,Certified Buyer,7 months ago,WonderfulValue for money.
5,Excellent,Modasa,7 months ago,nice product I am fully satisfied
5,Excellent,Mundra,7 months ago,Bad services of installations....TV is very goodpicture quality is excellent
5,Super!,Solapur,7 months ago,Nice smart tv  value for money
5,Super!,Bengaluru,7 months ago,product was very very good value for money
5,Highly recommended,Bengaluru,7 months ago,Good, nice product
5,Fabulous!,New Delhi,7 months ago,best
5,Wonderful,Jammu,7 months ago,Very good mi led tv
5,Awesome,Raiganj,7 months ago,excellent
5,Must buy!,Orai,7 months ago,VERY GOOD
5,Perfect product!,Rishikesh,7 months ago,Android speed is real slow and not getting any valuable applications in download section in Google store
5,Simply awesome,Hyderabad,7 months ago,good tv
4,Worth the money,Ahmedabad,7 months ago,poor wife connectivity. Best quality video and audio.edit : now i am using this tv for long time and this is the tv you searching for go for it.
4,Very Good,Navi Mumbai,7 months ago,nice
5,Awesome,Madhubani District,7 months ago,Awesome product
5,Super!,Maslandapur,7 months ago,awesome
5,Brilliant,Pune,7 months ago,Good product...I can suggest to buy others...
3,Decent product,Alwar,7 months ago,network issue is found..slow internet access in this pro version.. typically android like a Mobile phone...hangs again and again
5,Highly recommended,Bangalore,7 months ago,super picture and sound  quality
4,Really Nice,Jamshedpur,7 months ago,Super
5,Must buy!,Chennai,7 months ago,Good tv Only problem not able to install Netflix and Airtel TVSome of the apps not supporting . Need solutions for this
5,Best in the market!,Puttaparthi,7 months ago,it's  very good product
5,Brilliant,Lucknow,7 months ago,This is amazing product .... recommended
4,Good choice,Rajahmundry,7 months ago,good
5,Super!,Sahawar,7 months ago,GOOD PRODUCT
5,Just wow!,Supaul,7 months ago,Good Product but sound quality very bad
5,Highly recommended,Narath,7 months ago,This TV is definitely worth the price. Internet connectivity is smooth and handy. I have been watching enjoying NETFLIX and Prime past 1 month and it goes without a glitch. If you are willing to go for a smart TV but don't wish to spend extravagant money then this TV should definitely be your first choice. Kindly don't consider all negative reviewers for this product as they are nothing but spammers.
5,Terrific purchase,Dharwad,7 months ago,Best Android Smart 4K LED TV to buy instead of Buying of Other TV which Costs too expensive
5,Wonderful,Purnia District,7 months ago,happy
5,Terrific purchase,New Delhi,7 months ago,excellent
4,Really Nice,Dharwad,7 months ago,Worth buying
5,Just wow!,Hyderabad,7 months ago,Good product
4,Nice product,Noida,7 months ago,do not support Netflix
5,Best in the market!,Chandrapur,7 months ago,nice
5,Classy product,New Delhi,7 months ago,awsome
5,Highly recommended,Hyderabad,7 months ago,best price the tv is excellent
5,Just wow!,Puthencruz,7 months ago,TV is awesome.  Go for it.  Had some difficulties in delivery. But over all great buy.
5,Great product,Hyderabad,7 months ago,Good product in price range but side finishing of tv is not so good but overall it is worth for money
4,Good quality product,Hyderabad,7 months ago,wonderful
5,Awesome,Kolkata,7 months ago,Nice product..... value for money
5,Worth every penny,Burdwan,7 months ago,Very satisfied, neext day delivery and installation, value for money products. Superb hd quality picture,
5,Fabulous!,Ankleshwar,7 months ago,Nice tv
5,Highly recommended,Hyderabad,7 months ago,Good tv ..
5,Terrific,Pusad Midc,7 months ago,Good
5,Awesome,Jaipur,7 months ago,nice tv with good specifications.  at very good rate.mean mobile kay rate me Android led tv.great.
5,Brilliant,Malout,7 months ago,good led
5,Worth every penny,Patna,7 months ago,Just excellent, Gud purchase and strongly recommended
5,Just wow!,Sillod,7 months ago,awsome tv...
5,Perfect product!,Shahjahanpur,7 months ago,Good product and value for money
4,Very Good,Jangipur,7 months ago,According to price this TV is good but there is some problem. I have another smart TV from sony brand.comparing is unfair from the price point of view. but there is 1.brightness problem 2. connectivity problem and also 3. sound is not that much good.the best thing about this tv is aggressive Price.so if you have a tight budget go for it otherwise you may think about other famous brand.
5,Excellent,Rajahmundry,7 months ago,Excellent
5,Great product,Surat,7 months ago,I am very happy
4,Worth the money,Raiganj,7 months ago,need 4k as same size  n price
4,Very Good,Nalanda District,7 months ago,superb tv just go 4 it
5,Super!,Hyderabad,7 months ago,good product
5,Awesome,Rampurhat,7 months ago,fantastic TV, aswome picture quality
5,Perfect product!,Azara,7 months ago,Good product. Working nice.
5,Worth every penny,Kymore,7 months ago,Best tv you could get for given price... don't look any further you will not regret the purchase
5,Perfect product!,Gurugram,7 months ago,Awesome TV at that range go for it blindly worth of every single penny ✌
5,Wonderful,Palwal,7 months ago,Good product
5,Terrific,Jetpur Navagadh,7 months ago,scound system is very good, screen size so big
5,Super!,Kota,7 months ago,good product
5,Mind-blowing purchase,Hyderabad,7 months ago,hello.. everything is good.. but only thing how use browsing options
4,Really Nice,New Delhi,7 months ago,very nice tv in this budget
5,Great product,Ambad,7 months ago,Mi TV is best from another TV
4,Delightful,New Delhi,7 months ago,This model doesnot have screen mirroring option until u r connected from mobile tethring. no router wifi can ve used to mirror cast.
2,Moderate,Durg,7 months ago,bluetooth is not working..... my Bluetooth headphone and phone are not connect....TV cant search any bluetooth device....now what can i do...tell me.
5,Simply awesome,Hyderabad,7 months ago,Very Good Smart TV At very affordable price. With out second thought any one can go for it.
1,Not recommended at all,Ajmer,7 months ago,LED TV Exchange not done proper way.they Rejected my old TV just because they don't like the tv make people fool by exchange offer.
5,Must buy!,Jhumri Tilaiya,7 months ago,good quality
4,Delightful,Hyderabad,7 months ago,Good
5,Fabulous!,Bhubaneswar,7 months ago,worth a lot with this price range.
5,Excellent,Rohtak,7 months ago,superb
5,Brilliant,Secunderabad,7 months ago,Awesome.....
5,Classy product,Patna,7 months ago,Very good product
5,Classy product,Chakia,7 months ago,Best Quality Mi Led Smart TV
5,Must buy!,Jorhat,7 months ago,Just too good for 23k...installation done on the same day. Flipkart superb. Dont think just go for it. I bet you will not regret.
5,Highly recommended,Patna,7 months ago,very good
4,Wonderful,Hyderabad,7 months ago,VERY GOOD AS PER BUDGET ALSO ITS GOOD WORTH PRODUCT
4,Worth the money,Pimpri Chinchwad,7 months ago,good person
5,Best in the market!,Bengaluru,7 months ago,This product worth for all category people
4,Nice product,Tenali,7 months ago,sound system is not as much as good
5,Wonderful,Jaggaiahpet,7 months ago,nice product
